category,sequence,filename,folder,source_file,source_folder,source_format,source_pixels,output_pixels,output_kb,resize,jpeg_quality,icc_to_srgb,md5
Mystical Figures,3,Fainter_Mystical_Figures_003.jpg,09_Mystical_Figures,img129.jpg,Mystical Figures,JPEG,5726x4466,2400x1872,215.6,downscaled to 2400px,88,yes,7e634ce1fd7ffa2789211ad45b471610
Mystical Figures,4,Fainter_Mystical_Figures_004.jpg,09_Mystical_Figures,img133.jpg,Mystical Figures,JPEG,6845x3769,2400x1321,631.0,downscaled to 2400px,88,yes,04454068664f06ba1893548c0256b568
Mystical Figures,5,Fainter_Mystical_Figures_005.jpg,09_Mystical_Figures,img135.jpg,Mystical Figures,JPEG,5655x4509,2400x1914,623.5,downscaled to 2400px,88,yes,3af7fa245f8df59d10624eb71c5396c4
Mystical Figures,6,Fainter_Mystical_Figures_006.jpg,09_Mystical_Figures,img172 (2).jpg,Mystical Figures,JPEG,5089x4418,2400x2084,1020.2,downscaled to 2400px,78,no,7d1a1374ee305318e2a205da937bdd7c
Mystical Figures,7,Fainter_Mystical_Figures_007.jpg,09_Mystical_Figures,img174.jpg,Mystical Figures,JPEG,4713x3726,2400x1897,551.4,downscaled to 2400px,88,yes,0f9dff9eaf655cf40177745657323f11
Mystical Figures,8,Fainter_Mystical_Figures_008.jpg,09_Mystical_Figures,img175 (2).jpg,Mystical Figures,JPEG,4578x4565,2400x2393,895.9,downscaled to 2400px,85,no,b04018875ed6f1fa74663ffc5a20a368
Mystical Figures,9,Fainter_Mystical_Figures_009.jpg,09_Mystical_Figures,img177.jpg,Mystical Figures,JPEG,4373x5497,1909x2400,499.5,downscaled to 2400px,88,yes,c93d1d4487d9accd407352341d27dcce
Mystical Figures,10,Fainter_Mystical_Figures_010.jpg,09_Mystical_Figures,img179.jpg,Mystical Figures,JPEG,4528x5677,1914x2400,808.7,downscaled to 2400px,88,yes,961dd20e205b8184f0c12ef458dbac70
Mystical Figures,11,Fainter_Mystical_Figures_011.jpg,09_Mystical_Figures,img180.jpg,Mystical Figures,JPEG,4212x5281,1914x2400,615.1,downscaled to 2400px,88,yes,78808035453fc61ee90694fd27dbb210
Mystical Figures,12,Fainter_Mystical_Figures_012.jpg,09_Mystical_Figures,img181.jpg,Mystical Figures,JPEG,5596x4481,2400x1922,436.0,downscaled to 2400px,88,yes,590f8c588d64badb86524daf2c45883c
Mystical Figures,13,Fainter_Mystical_Figures_013.jpg,09_Mystical_Figures,img182.jpg,Mystical Figures,JPEG,5860x4464,2400x1828,646.5,downscaled to 2400px,88,yes,9accffef048d92438e0b0f0f0713ff7e
Mystical Figures,14,Fainter_Mystical_Figures_014.jpg,09_Mystical_Figures,img183.jpg,Mystical Figures,JPEG,5849x4577,2400x1878,452.3,downscaled to 2400px,88,yes,4a45806db2be570019e3a88a98b061ff
Mystical Figures,15,Fainter_Mystical_Figures_015.jpg,09_Mystical_Figures,img184.jpg,Mystical Figures,JPEG,5847x4604,2400x1890,544.3,downscaled to 2400px,88,yes,9c8463dc28cd191f14fbc5ed9c520d7d
Mystical Figures,16,Fainter_Mystical_Figures_016.jpg,09_Mystical_Figures,img185.jpg,Mystical Figures,JPEG,4443x5672,1880x2400,587.6,downscaled to 2400px,88,yes,260705577be7a22f6b77c3b1a6de6c42
Mystical Figures,17,Fainter_Mystical_Figures_017.jpg,09_Mystical_Figures,img189.jpg,Mystical Figures,JPEG,4654x5878,1900x2400,510.4,downscaled to 2400px,88,yes,ad8819af920c2cc00b571f5714981e13
